"","x","y","z","Sample","School"
"1151",NA,3,4,"Q","12"
"1152",NA,16,14,"Q","13"
"1153",NA,12,7,"Q","19"
"1154",NA,3,2,"Q","21"
"1155",NA,10,2,"Q","57"
"1156",NA,15,11,"Q","51"
"1157",NA,4,5,"Q","48"
"1158",NA,8,6,"Q","12"
"1159",NA,8,5,"Q","19"
"1160",NA,16,10,"Q","61"
"1161",NA,3,6,"Q","19"
"1162",NA,3,3,"Q","55"
"1163",NA,12,12,"Q","54"
"1164",NA,15,11,"Q","61"
"1165",NA,7,3,"Q","55"
"1166",NA,9,7,"Q","37"
"1167",NA,1,5,"Q","78"
"1168",NA,4,4,"Q","22"
"1169",NA,5,5,"Q","26"
"1170",NA,2,3,"Q","66"
"1171",NA,12,8,"Q","75"
"1172",NA,15,13,"Q","51"
"1173",NA,13,7,"Q","80"
"1174",NA,10,8,"Q","11"
"1175",NA,11,8,"Q","13"
"1176",NA,2,2,"Q","54"
"1177",NA,13,15,"Q","18"
"1178",NA,12,15,"Q","33"
"1179",NA,14,11,"Q","72"
"1180",NA,8,4,"Q","19"
"1181",NA,15,9,"Q","61"
"1182",NA,2,1,"Q","27"
"1183",NA,11,8,"Q","50"
"1184",NA,10,8,"Q","50"
"1185",NA,13,7,"Q","46"
"1186",NA,15,8,"Q","57"
"1187",NA,4,6,"Q","45"
"1188",NA,10,7,"Q","19"
"1189",NA,17,15,"Q","59"
"1190",NA,13,10,"Q","22"
"1191",NA,2,3,"Q","55"
"1192",NA,5,6,"Q","25"
"1193",NA,10,7,"Q","62"
"1194",NA,16,16,"Q","59"
"1195",NA,8,9,"Q","31"
"1196",NA,14,9,"Q","52"
"1197",NA,7,6,"Q","21"
"1198",NA,7,3,"Q","37"
"1199",NA,14,5,"Q","31"
"1200",NA,5,1,"Q","48"
"1201",NA,8,7,"Q","33"
"1202",NA,10,3,"Q","20"
"1203",NA,6,6,"Q","12"
"1204",NA,2,0,"Q","44"
"1205",NA,4,1,"Q","46"
"1206",NA,10,8,"Q","75"
"1207",NA,11,8,"Q","75"
"1208",NA,2,4,"Q","21"
"1209",NA,8,7,"Q","19"
"1210",NA,2,3,"Q","26"
"1211",NA,6,4,"Q","34"
"1212",NA,10,4,"Q","78"
"1213",NA,10,13,"Q","37"
"1214",NA,0,3,"Q","52"
"1215",NA,13,13,"Q","57"
"1216",NA,2,4,"Q","27"
"1217",NA,6,4,"Q","9"
"1218",NA,10,4,"Q","13"
"1219",NA,2,3,"Q","47"
"1220",NA,13,13,"Q","13"
"1221",NA,7,4,"Q","36"
"1222",NA,13,12,"Q","5"
"1223",NA,14,14,"Q","9"
"1224",NA,3,4,"Q","27"
"1225",NA,3,4,"Q","44"
"1226",NA,15,13,"Q","34"
"1227",NA,13,8,"Q","71"
"1228",NA,15,10,"Q","62"
"1229",NA,8,5,"Q","46"
"1230",NA,3,2,"Q","27"
"1231",NA,4,7,"Q","72"
"1232",NA,15,9,"Q","78"
"1233",NA,10,6,"Q","34"
"1234",NA,7,8,"Q","54"
"1235",NA,13,8,"Q","61"
"1236",NA,11,8,"Q","57"
"1237",NA,7,8,"Q","72"
"1238",NA,10,9,"Q","27"
"1239",NA,11,5,"Q","11"
"1240",NA,11,8,"Q","21"
"1241",NA,11,9,"Q","47"
"1242",NA,4,3,"Q","37"
"1243",NA,13,10,"Q","13"
"1244",NA,7,7,"Q","58"
"1245",NA,13,10,"Q","80"
"1246",NA,7,3,"Q","49"
"1247",NA,1,2,"Q","54"
"1248",NA,5,5,"Q","71"
"1249",NA,3,4,"Q","48"
"1250",NA,6,6,"Q","36"
"1251",NA,4,1,"Q","48"
"1252",NA,5,3,"Q","66"
"1253",NA,5,4,"Q","37"
"1254",NA,9,4,"Q","45"
"1255",NA,7,6,"Q","22"
"1256",NA,11,8,"Q","62"
"1257",NA,16,9,"Q","61"
"1258",NA,16,15,"Q","57"
"1259",NA,12,12,"Q","50"
"1260",NA,17,11,"Q","9"
"1261",NA,15,12,"Q","13"
"1262",NA,12,9,"Q","13"
"1263",NA,14,16,"Q","18"
"1264",NA,2,1,"Q","37"
"1265",NA,5,2,"Q","18"
"1266",NA,6,5,"Q","49"
"1267",NA,7,9,"Q","71"
"1268",NA,16,13,"Q","59"
"1269",NA,8,6,"Q","34"
"1270",NA,14,12,"Q","47"
"1271",NA,7,1,"Q","33"
"1272",NA,4,3,"Q","22"
"1273",NA,12,5,"Q","75"
"1274",NA,1,3,"Q","20"
"1275",NA,14,9,"Q","62"
"1276",NA,8,4,"Q","34"
"1277",NA,5,5,"Q","9"
"1278",NA,14,13,"Q","78"
"1279",NA,7,5,"Q","52"
"1280",NA,9,5,"Q","52"
"1281",NA,3,7,"Q","13"
"1282",NA,14,14,"Q","51"
"1283",NA,4,1,"Q","27"
"1284",NA,2,2,"Q","78"
"1285",NA,8,3,"Q","57"
"1286",NA,7,7,"Q","19"
"1287",NA,5,3,"Q","31"
"1288",NA,5,7,"Q","44"
"1289",NA,8,7,"Q","47"
"1290",NA,4,3,"Q","27"
"1291",NA,7,6,"Q","80"
"1292",NA,1,2,"Q","58"
"1293",NA,3,3,"Q","46"
"1294",NA,5,5,"Q","72"
"1295",NA,2,2,"Q","12"
"1296",NA,15,16,"Q","57"
"1297",NA,16,16,"Q","59"
"1298",NA,7,4,"Q","11"
"1299",NA,11,6,"Q","72"
"1300",NA,13,15,"Q","5"
"1301",NA,9,7,"Q","13"
"1302",NA,11,4,"Q","13"
"1303",NA,4,4,"Q","48"
"1304",NA,3,5,"Q","21"
"1305",NA,8,2,"Q","45"
"1306",NA,14,13,"Q","51"
"1307",NA,3,6,"Q","52"
"1308",NA,13,4,"Q","61"
"1309",NA,13,13,"Q","34"
"1310",NA,4,2,"Q","71"
"1311",NA,17,12,"Q","33"
"1312",NA,7,6,"Q","11"
"1313",NA,2,2,"Q","46"
"1314",NA,15,15,"Q","37"
"1315",NA,11,9,"Q","78"
"1316",NA,7,9,"Q","37"
"1317",NA,14,14,"Q","25"
"1318",NA,14,9,"Q","31"
"1319",NA,5,5,"Q","49"
"1320",NA,13,10,"Q","78"
"1321",NA,6,3,"Q","66"
"1322",NA,3,5,"Q","22"
"1323",NA,14,8,"Q","80"
"1324",NA,3,6,"Q","46"
"1325",NA,9,10,"Q","18"
"1326",NA,11,8,"Q","21"
"1327",NA,10,8,"Q","13"
"1328",NA,6,5,"Q","21"
"1329",NA,16,16,"Q","34"
"1330",NA,5,5,"Q","55"
"1331",NA,6,6,"Q","36"
"1332",NA,14,11,"Q","9"
"1333",NA,14,11,"Q","62"
"1334",NA,2,3,"Q","12"
"1335",NA,3,5,"Q","44"
"1336",NA,6,5,"Q","27"
"1337",NA,14,13,"Q","18"
"1338",NA,10,8,"Q","51"
"1339",NA,2,1,"Q","12"
"1340",NA,9,5,"Q","12"
"1341",NA,12,7,"Q","31"
"1342",NA,4,6,"Q","58"
"1343",NA,4,4,"Q","48"
"1344",NA,5,3,"Q","34"
"1345",NA,4,5,"Q","27"
"1346",NA,10,6,"Q","26"
"1347",NA,9,6,"Q","11"
"1348",NA,15,10,"Q","78"
"1349",NA,0,2,"Q","27"
"1350",NA,8,7,"Q","13"
"1351",NA,4,5,"Q","27"
"1352",NA,9,7,"Q","25"
"1353",NA,2,4,"Q","27"
"1354",NA,4,6,"Q","52"
"1355",NA,9,3,"Q","5"
"1356",NA,1,1,"Q","71"
"1357",NA,13,6,"Q","75"
"1358",NA,3,5,"Q","54"
"1359",NA,14,7,"Q","61"
"1360",NA,6,5,"Q","22"
"1361",NA,3,2,"Q","55"
"1362",NA,16,15,"Q","47"
"1363",NA,14,10,"Q","37"
"1364",NA,4,6,"Q","54"
"1365",NA,9,8,"Q","45"
"1366",NA,5,2,"Q","12"
"1367",NA,4,2,"Q","50"
"1368",NA,9,7,"Q","34"
"1369",NA,12,6,"Q","34"
"1370",NA,12,9,"Q","58"
"1371",NA,11,5,"Q","44"
"1372",NA,15,16,"Q","18"
"1373",NA,5,5,"Q","49"
"1374",NA,13,10,"Q","61"
"1375",NA,3,5,"Q","33"
"1376",NA,6,5,"Q","45"
"1377",NA,7,7,"Q","21"
"1378",NA,5,7,"Q","25"
"1379",NA,4,4,"Q","50"
"1380",NA,15,7,"Q","75"
"1381",NA,11,5,"Q","61"
"1382",NA,14,12,"Q","11"
"1383",NA,14,15,"Q","51"
"1384",NA,17,15,"Q","59"
"1385",NA,17,16,"Q","31"
"1386",NA,3,8,"Q","36"
"1387",NA,9,5,"Q","31"
"1388",NA,9,4,"Q","54"
"1389",NA,0,0,"Q","27"
"1390",NA,5,5,"Q","78"
"1391",NA,5,4,"Q","9"
"1392",NA,10,11,"Q","71"
"1393",NA,13,11,"Q","18"
"1394",NA,8,9,"Q","27"
"1395",NA,12,10,"Q","80"
"1396",NA,7,4,"Q","66"
"1397",NA,10,4,"Q","22"
"1398",NA,4,1,"Q","20"
"1399",NA,16,13,"Q","18"
"1400",NA,11,8,"Q","47"
"1401",NA,6,4,"Q","55"
"1402",NA,14,10,"Q","18"
"1403",NA,9,6,"Q","22"
"1404",NA,6,4,"Q","11"
"1405",NA,13,11,"Q","45"
"1406",NA,10,7,"Q","57"
"1407",NA,14,8,"Q","47"
"1408",NA,10,11,"Q","51"
"1409",NA,12,9,"Q","20"
"1410",NA,6,4,"Q","46"
"1411",NA,17,15,"Q","51"
"1412",NA,4,4,"Q","36"
"1413",NA,8,7,"Q","61"
"1414",NA,4,3,"Q","22"
"1415",NA,12,7,"Q","48"
"1416",NA,9,8,"Q","33"
"1417",NA,3,5,"Q","71"
"1418",NA,8,6,"Q","49"
"1419",NA,5,2,"Q","36"
"1420",NA,7,7,"Q","34"
"1421",NA,3,4,"Q","55"
"1422",NA,16,14,"Q","20"
"1423",NA,13,8,"Q","80"
"1424",NA,8,7,"Q","19"
"1425",NA,14,11,"Q","78"
"1426",NA,4,4,"Q","19"
"1427",NA,2,2,"Q","48"
"1428",NA,10,8,"Q","36"
"1429",NA,9,8,"Q","62"
"1430",NA,9,8,"Q","11"
"1431",NA,3,1,"Q","54"
"1432",NA,12,6,"Q","21"
"1433",NA,13,12,"Q","5"
"1434",NA,5,5,"Q","52"
"1435",NA,4,3,"Q","71"
"1436",NA,13,14,"Q","54"
"1437",NA,13,9,"Q","75"
"1438",NA,14,12,"Q","31"
"1439",NA,2,1,"Q","66"
"1440",NA,8,11,"Q","34"
"1441",NA,1,4,"Q","44"
"1442",NA,3,1,"Q","5"
"1443",NA,16,12,"Q","78"
"1444",NA,3,8,"Q","66"
"1445",NA,6,3,"Q","61"
"1446",NA,1,5,"Q","27"
"1447",NA,13,13,"Q","47"
"1448",NA,13,10,"Q","54"
"1449",NA,1,2,"Q","21"
"1450",NA,10,6,"Q","34"
"1451",NA,12,14,"Q","19"
"1452",NA,2,3,"Q","20"
"1453",NA,10,7,"Q","13"
"1454",NA,16,7,"Q","58"
"1455",NA,3,4,"Q","54"
"1456",NA,14,13,"Q","22"
"1457",NA,15,8,"Q","44"
"1458",NA,5,4,"Q","36"
"1459",NA,3,3,"Q","12"
"1460",NA,3,2,"Q","27"
"1461",NA,2,5,"Q","19"
"1462",NA,6,2,"Q","49"
"1463",NA,7,5,"Q","45"
"1464",NA,0,7,"Q","54"
"1465",NA,3,2,"Q","62"
"1466",NA,14,12,"Q","80"
"1467",NA,6,4,"Q","71"
"1468",NA,2,2,"Q","36"
"1469",NA,16,14,"Q","22"
"1470",NA,6,4,"Q","33"
"1471",NA,4,1,"Q","45"
"1472",NA,7,9,"Q","54"
"1473",NA,10,8,"Q","25"
"1474",NA,14,8,"Q","57"
"1475",NA,7,4,"Q","55"
"1476",NA,17,15,"Q","18"
"1477",NA,7,10,"Q","66"
"1478",NA,12,10,"Q","57"
"1479",NA,3,8,"Q","22"
"1480",NA,17,16,"Q","59"
"1481",NA,11,7,"Q","31"
"1482",NA,9,7,"Q","37"
"1483",NA,9,9,"Q","22"
"1484",NA,9,10,"Q","13"
"1485",NA,11,10,"Q","61"
"1486",NA,2,5,"Q","54"
"1487",NA,11,9,"Q","75"
"1488",NA,12,12,"Q","31"
"1489",NA,17,15,"Q","18"
"1490",NA,4,5,"Q","62"
"1491",NA,7,5,"Q","78"
"1492",NA,5,8,"Q","25"
"1493",NA,9,5,"Q","44"
"1494",NA,9,7,"Q","19"
"1495",NA,3,4,"Q","46"
"1496",NA,5,2,"Q","49"
"1497",NA,15,12,"Q","47"
"1498",NA,12,9,"Q","78"
"1499",NA,15,16,"Q","51"
"1500",NA,14,7,"Q","75"
"1501",NA,5,5,"Q","25"
"1502",NA,2,4,"Q","46"
"1503",NA,11,15,"Q","61"
"1504",NA,5,4,"Q","52"
"1505",NA,17,14,"Q","59"
"1506",NA,11,11,"Q","75"
"1507",NA,3,5,"Q","72"
"1508",NA,3,6,"Q","45"
"1509",NA,13,6,"Q","51"
"1510",NA,15,14,"Q","37"
"1511",NA,6,2,"Q","58"
"1512",NA,11,2,"Q","51"
"1513",NA,4,6,"Q","49"
"1514",NA,4,5,"Q","66"
"1515",NA,17,10,"Q","26"
"1516",NA,14,5,"Q","80"
"1517",NA,6,6,"Q","44"
"1518",NA,3,6,"Q","50"
"1519",NA,16,15,"Q","59"
"1520",NA,3,2,"Q","33"
"1521",NA,5,4,"Q","22"
"1522",NA,9,4,"Q","44"
"1523",NA,4,6,"Q","66"
"1524",NA,15,14,"Q","59"
"1525",NA,16,15,"Q","59"
"1526",NA,4,2,"Q","27"
"1527",NA,13,7,"Q","31"
"1528",NA,3,3,"Q","45"
"1529",NA,7,6,"Q","62"
"1530",NA,3,4,"Q","55"
"1531",NA,14,11,"Q","71"
"1532",NA,10,6,"Q","34"
"1533",NA,9,9,"Q","44"
"1534",NA,16,9,"Q","75"
"1535",NA,4,7,"Q","71"
"1536",NA,2,3,"Q","19"
"1537",NA,10,7,"Q","80"
"1538",NA,13,9,"Q","75"
"1539",NA,13,15,"Q","13"
"1540",NA,2,3,"Q","45"
"1541",NA,8,8,"Q","22"
"1542",NA,6,3,"Q","27"
"1543",NA,8,5,"Q","61"
"1544",NA,15,11,"Q","61"
"1545",NA,2,3,"Q","20"
"1546",NA,2,3,"Q","12"
"1547",NA,1,6,"Q","50"
"1548",NA,13,8,"Q","72"
"1549",NA,13,6,"Q","11"
"1550",NA,7,6,"Q","71"
"1551",NA,15,10,"Q","11"
"1552",NA,5,4,"Q","55"
"1553",NA,5,3,"Q","49"
"1554",NA,15,8,"Q","78"
"1555",NA,4,2,"Q","33"
"1556",NA,2,4,"Q","50"
"1557",NA,6,3,"Q","72"
"1558",NA,3,4,"Q","80"
"1559",NA,5,5,"Q","9"
"1560",NA,5,7,"Q","12"
"1561",NA,4,2,"Q","44"
"1562",NA,15,15,"Q","59"
"1563",NA,12,6,"Q","37"
"1564",NA,12,9,"Q","55"
"1565",NA,14,15,"Q","61"
"1566",NA,3,4,"Q","48"
"1567",NA,7,7,"Q","80"
"1568",NA,2,7,"Q","36"
"1569",NA,5,7,"Q","13"
"1570",NA,10,11,"Q","62"
"1571",NA,5,4,"Q","34"
"1572",NA,11,14,"Q","57"
"1573",NA,15,15,"Q","18"
"1574",NA,4,5,"Q","49"
"1575",NA,13,14,"Q","59"
"1576",NA,7,4,"Q","31"
"1577",NA,16,12,"Q","78"
"1578",NA,10,6,"Q","20"
"1579",NA,11,6,"Q","61"
"1580",NA,15,16,"Q","57"
"1581",NA,13,8,"Q","57"
"1582",NA,15,7,"Q","11"
"1583",NA,6,4,"Q","19"
"1584",NA,15,15,"Q","61"
"1585",NA,6,5,"Q","52"
"1586",NA,5,6,"Q","55"
"1587",NA,4,4,"Q","52"
"1588",NA,15,9,"Q","78"
"1589",NA,14,12,"Q","33"
"1590",NA,15,11,"Q","47"
"1591",NA,6,11,"Q","5"
"1592",NA,5,5,"Q","46"
"1593",NA,14,16,"Q","18"
"1594",NA,1,3,"Q","12"
"1595",NA,9,4,"Q","58"
"1596",NA,14,15,"Q","59"
"1597",NA,8,3,"Q","48"
"1598",NA,17,15,"Q","47"
"1599",NA,1,4,"Q","57"
"1600",NA,10,6,"Q","5"
"1601",NA,9,10,"Q","51"
"1602",NA,2,7,"Q","9"
"1603",NA,10,5,"Q","58"
"1604",NA,7,4,"Q","19"
"1605",NA,5,4,"Q","25"
"1606",NA,7,8,"Q","46"
"1607",NA,16,16,"Q","18"
"1608",NA,2,4,"Q","33"
"1609",NA,11,12,"Q","59"
"1610",NA,14,9,"Q","45"
"1611",NA,16,11,"Q","13"
"1612",NA,2,4,"Q","20"
"1613",NA,4,2,"Q","12"
"1614",NA,6,7,"Q","50"
"1615",NA,9,3,"Q","31"
"1616",NA,2,1,"Q","27"
"1617",NA,12,8,"Q","75"
"1618",NA,13,7,"Q","75"
"1619",NA,5,3,"Q","36"
"1620",NA,17,15,"Q","51"
"1621",NA,16,10,"Q","54"
"1622",NA,12,9,"Q","57"
"1623",NA,13,8,"Q","62"
"1624",NA,15,9,"Q","21"
"1625",NA,5,4,"Q","19"
"1626",NA,12,5,"Q","49"
"1627",NA,16,15,"Q","49"
"1628",NA,15,15,"Q","18"
"1629",NA,13,9,"Q","71"
"1630",NA,16,13,"Q","33"
"1631",NA,1,4,"Q","52"
"1632",NA,13,7,"Q","11"
"1633",NA,14,15,"Q","71"
"1634",NA,16,14,"Q","31"
"1635",NA,1,5,"Q","52"
"1636",NA,3,6,"Q","57"
"1637",NA,2,3,"Q","62"
"1638",NA,12,7,"Q","31"
"1639",NA,15,6,"Q","13"
"1640",NA,5,2,"Q","11"
"1641",NA,2,5,"Q","48"
"1642",NA,9,7,"Q","25"
"1643",NA,6,3,"Q","9"
"1644",NA,12,15,"Q","52"
"1645",NA,16,14,"Q","75"
"1646",NA,14,7,"Q","58"
"1647",NA,12,13,"Q","5"
"1648",NA,15,14,"Q","78"
"1649",NA,14,10,"Q","20"
"1650",NA,15,8,"Q","13"
"1651",NA,6,2,"Q","33"
"1652",NA,16,16,"Q","18"
"1653",NA,14,7,"Q","62"
"1654",NA,2,3,"Q","37"
"1655",NA,12,9,"Q","66"
"1656",NA,7,6,"Q","71"
"1657",NA,9,7,"Q","37"
"1658",NA,5,3,"Q","50"
"1659",NA,12,15,"Q","59"
"1660",NA,16,11,"Q","62"
"1661",NA,16,14,"Q","72"
"1662",NA,16,8,"Q","20"
"1663",NA,7,4,"Q","71"
"1664",NA,12,9,"Q","61"
"1665",NA,6,4,"Q","12"
"1666",NA,3,2,"Q","34"
"1667",NA,3,4,"Q","62"
"1668",NA,12,14,"Q","78"
"1669",NA,14,8,"Q","44"
"1670",NA,14,9,"Q","44"
"1671",NA,5,5,"Q","61"
"1672",NA,13,14,"Q","5"
"1673",NA,15,11,"Q","51"
"1674",NA,4,5,"Q","52"
"1675",NA,16,14,"Q","33"
"1676",NA,1,5,"Q","12"
"1677",NA,4,0,"Q","27"
"1678",NA,9,7,"Q","47"
"1679",NA,13,10,"Q","37"
"1680",NA,14,10,"Q","78"
"1681",NA,9,8,"Q","47"
"1682",NA,14,7,"Q","80"
"1683",NA,2,4,"Q","54"
"1684",NA,2,5,"Q","11"
"1685",NA,13,13,"Q","51"
"1686",NA,12,8,"Q","61"
"1687",NA,9,5,"Q","5"
"1688",NA,4,7,"Q","80"
"1689",NA,7,12,"Q","37"
"1690",NA,16,9,"Q","62"
"1691",NA,6,7,"Q","34"
"1692",NA,14,13,"Q","72"
"1693",NA,2,8,"Q","37"
"1694",NA,16,13,"Q","26"
"1695",NA,7,5,"Q","58"
"1696",NA,7,3,"Q","9"
"1697",NA,13,13,"Q","18"
"1698",NA,3,2,"Q","55"
"1699",NA,2,5,"Q","58"
"1700",NA,5,1,"Q","57"
"1701",NA,5,5,"Q","55"
"1702",NA,11,8,"Q","13"
"1703",NA,15,15,"Q","57"
"1704",NA,12,6,"Q","45"
"1705",NA,2,2,"Q","21"
